code,ko,대륙,상징물,카테고리,선정근거,예비1,예비2,명소,명소도시,명소등급,수도에있음,기존fact재사용,위험,상태
lc,세인트루시아,북아메리카,바다에서 솟은 피통 쌍둥이 봉우리 — 국기의 검정·노랑 삼각형이 가리키는 바로 그 두 봉우리,땅과하늘,4순위 · 나라 수출의 대부분을 차지해 '초록 금'이라 불리는 바나나. 국조 세인트루시아앵무는 앵무 3중복으로 예비행,세인트루시아앵무(파란 머리 고유종 국조),,,,,,바다에서 뾰족하게 솟은 화산 봉우리 '피통' 두 개가 세계적으로 유명해요.,바나나는 에콰도르·온두라스와 겹칠 수 있으니 다른 대륙 표와 대조 필요. 명소 피통은 이 나라에서 4세가 알아볼 유일한 그림이라 절대 빼지 말 것,final
mx,멕시코,북아메리카,제왕나비 떼,동물,4순위로 조정 · 1순위인 국기 독수리는 미국 흰머리수리와 4세에게 같은 '새'라 규칙 7에 따라 예비로 밀었음. 제왕나비는 미초아칸 월동지가 멕시코와 1:1이고 fact 음원도 그대로 쓸 수 있음,,노팔 선인장,"넓은 초록 잔디 위에 홀로 선 치첸이트사 — 밑변이 넓고 높이가 낮은 네모 계단, 정면 한가운데 곧은 계단 한 줄",치첸이트사(유카탄),A,,멕시코 숲에는 겨울마다 제왕나비 수백만 마리가 날아와 모여요.,혼동 쌍 — 과테말라 티칼과 같은 마야 피라미드. 넓고 낮은 사각뿔 + 뻥 뚫린 초원이라는 점으로 분리할 것. 솜브레로·타코는 고정관념 위험이라 후보에서 아예 뺐음,final
ni,니카라과,북아메리카,사쿠안호체 꽃(가운데가 노란 하얀 다섯잎 꽃),식물,2순위 · 공식 지정 국화. 국기 문장의 무지개는 나라와 1:1로 묶이지 않아 제외했음,투르쿠소 모트모트(꼬리 끝이 라켓 모양인 새),국기 문장 속 무지개,오메테페 섬 — 아주 넓은 호수 한가운데 원뿔 봉우리 두 개가 나란히 솟아 하나의 섬을 이룸. 사방이 물이고 물 위에 삼각형 둘이 떠 있는 구도,오메테페(리바스),A,,"중앙아메리카에서 가장 큰 호수가 있고, 그 안에는 상어도 살고 있어요.",오메테페는 화산 혼동군(cr·sv·cd·vu)이나 결정 A에 따라 그리되 '아주 넓은 호수 한가운데 원뿔 봉우리 둘'이라는 구도를 못박고 quiz.js에서 같은 판 배제 — 셋 중 구도가 가장 독특하다. fact의 '가장 큰 호수'와 이어져 음원 재사용 가능. 예비1 모트모트는 엘살바도르 국조와 같은 과라 승격 시 충돌,final
pa,파나마,북아메리카,몰라(여러 겹 천을 오려 만든 알록달록 자수천),입는것,4순위 · 구나족 여성이 매일 옷으로 입는 손바느질 천. 파나마 밖에는 없어 1:1이 확실하고 북아메리카에서 '입는것' 카테고리를 채우는 유일한 칸,,파나마 황금개구리 — 노란 몸에 검은 점이 있는 나라 상징 개구리,파나마 운하의 수문(물 계단을 오르는 큰 배),파나마시티(미라플로레스 수문),A,Y,태평양과 대서양을 이어 주는 파나마 운하로 커다란 배들이 지나다녀요.,'파나마모자'는 실제로 에콰도르에서 만드는 것이라 절대 쓰지 말 것 — 아이에게 틀린 1:1을 심는 대표적 함정. 예비 1번 하피독수리는 미국·멕시코 독수리와 3중복이라 승격 비권장,final
sv,엘살바도르,북아메리카,푸푸사(속을 채운 동그란 옥수수 전병),먹을거리,4순위 · 2005년 법으로 국민 음식으로 지정하고 '푸푸사의 날'까지 정한 음식. 나라가 스스로 법으로 고른 소재,이소테(먹을 수 있는 하얀 국화 유카꽃),발삼나무(세계 발삼 대부분이 이 나라에서 남),산타아나 화산 — 산꼭대기가 사발처럼 움푹 파이고 그 안에 형광 청록빛 물이 가득 고인 분화구 호수. 위에서 비스듬히 내려다본 구도,산타아나,B,,엘살바도르는 중앙아메리카에서 가장 작지만 화산이 많아 '화산의 나라'로 불려요.,산타아나는 화산 혼동군(cr·ni·cd·vu)이나 결정 A에 따라 그리되 '꼭대기 사발 안에 형광 청록빛 물이 고인 분화구 호수'를 못박고 quiz.js에서 같은 판 배제. 푸푸사는 멕시코 토르티야·타코와 혼동될 수 있으니 '두툼하고 속이 보이는 동그란 전병'으로 차별화할 것,final
tt,트리니다드토바고,북아메리카,스틸팬(기름통을 두드려 만든 반짝이는 드럼),만든것,2순위 · 2023년 국가 악기로 공식 지정. 20세기에 이 섬에서 발명된 악기라 세계와 1:1이 완벽하고 4세도 '반짝이는 큰 냄비 북'으로 바로 알아봄,"붉은 따오기(스칼렛 아이비스, 공식 국조)",카니발 깃털 머리장식,,,,,기름통을 두드려 만든 악기 스틸팬이 처음 만들어진 나라예요,명소 빈칸 유지 사유 1줄 기재(A3 문안),fixed-r1
us,미국,북아메리카,흰머리수리,동물,2순위 · 국장에 그려진 새이자 2024년 법으로 공식 국조가 된 흰머리수리. 나라가 스스로 법으로 고른 것,옐로스톤의 솟구치는 온천 물기둥(fact 음원 재사용 가능),성조기의 하얀 별,자유의 여신상,뉴욕,S,,,자유의 여신상은 조각가 바르톨디가 1904년 사망해 저작권 만료 — 규칙 4 통과. 수도(워싱턴 D.C.)가 아니지만 이번 설계는 수도 제약 없음. 상징물 독수리는 멕시코 국기 독수리와 충돌했고 멕시코를 제왕나비로 돌려 해소함. 캐나다와 나이아가라를 공유하므로 미국 카드에 폭포는 넣지 말 것,draft
vc,세인트빈센트그레나딘,북아메리카,빵나무 열매(브레드프루트),먹을거리,"4순위 · 이 섬이 카리브해에서 빵나무를 처음 받은 곳이고, 세계에서 가장 오래된 빵나무가 킹스타운 식물원에 살아 있음. 나라의 자기 서사와 직결된 소재",세인트빈센트앵무(무지개 깃털 고유종 국조),국기의 초록 마름모 세 개,,,,,,명소 빈칸 유지 사유 1줄 기재(A3 문안),fixed-r1
ar,아르헨티나,남아메리카,국기 한가운데 있는 '5월의 태양' — 얼굴이 그려진 금색 해,땅과하늘,"1순위 · 국기에 실제로 그려진 것(flagHint: '금색 해 얼굴'). 아르헨티나가 스스로 국기 한복판에 넣은 문양이고, 얼굴 달린 해는 4세가 즉시 알아본다.",오르네로(붉은가마새) — 진흙으로 화덕 모양 둥지를 짓는 공식 국조,아르헨티나 국화 '세이보' — 새빨간 꽃,페리토 모레노 빙하 — 강으로 무너져 내리는 파란 얼음 절벽,엘칼라파테(산타크루스주),A,,,해 얼굴은 우루과이 국기에도 똑같이 있다(두 국기 자체가 혼동 쌍). 우선순위가 높은 아르헨티나가 가져가고 우루과이는 다른 소재로 밀었다. 명소는 이구아수 폭포가 더 유명하지만 앙헬 폭포(베네수엘라)·카이에투르 폭포(가이아나)와 4세에게 '큰 폭포' 하나로 뭉쳐지므로 빙하로 교체했다.,final
bo,볼리비아,남아메리카,라마 — 짐을 지고 안데스 산길을 걷는 긴 목 동물,동물,3순위 · 국기 한가운데 국장(flagHint의 '큰 문양')에 실제로 그려진 동물. SVG로 국장 확인함. 볼리비아가 스스로 국장에 넣은 동물이고 4세가 한 번에 알아본다.,칸투타 꽃 — 빨강·노랑·초록 세 색이 한 송이에 든 공식 국화,,우유니 소금 사막 — 하늘이 그대로 비치는 새하얀 땅,우유니(포토시주),S,,세계에서 가장 큰 소금 사막 우유니가 있어서 하늘이 그대로 비쳐요,"라마는 페루 연상도 강하지만, 국장에 라마가 그려진 쪽은 볼리비아이고 페루 국장의 동물은 비쿠냐다. 규칙 7에 따라 볼리비아가 가져가고 페루는 입는것(판초)으로 옮겼다.",final
br,브라질,남아메리카,큰부리새(투칸) — 알록달록한 커다란 부리를 가진 아마존 새,동물,5순위 · 국기(마름모·천구·별)와 국장에 사물·생물이 없어 자연물로 내려왔다. fact가 이미 '아마존 열대우림'을 설명하므로 그 숲의 대표 새로 이어진다.,파우-브라질 나무 — 나라 이름이 여기서 온 공식 국목,이페 아마렐로 — 잎 없이 노란 꽃만 가득 피는 나무,팡지아수카르(설탕빵 산) — 바다 위로 둥글게 솟은 화강암 봉우리 실루엣(케이블카·캐빈·전선·건물 없음),리우데자네이루,A,,세계에서 가장 큰 아마존 열대우림의 절반 이상이 브라질에 있어요,"구세주 그리스도상은 저작권 위험군이라 지침대로 팡지아수카르로 대체함. 투칸은 벨리즈 국조이기도 해 북아메리카 작업 때 중복 점검이 필요하다(브라질이 우선, 벨리즈는 예비로 밀 것).",final
cl,칠레,남아메리카,코피우에 꽃 — 숲 덩굴에 매달린 새빨간 종 모양 꽃,식물,"2순위 · 칠레가 법으로 지정한 공식 국화. 국기에는 별뿐이라 사물이 없고, 국조 안데스콘도르는 볼리비아·콜롬비아·에콰도르 국장과 겹쳐 제외했다.",아라우카리아(몽키퍼즐) — 우산처럼 펼쳐진 공식 국목,후에물 사슴 — 국장에 그려진 칠레 고유 사슴,모아이 석상 — 바다를 등지고 줄지어 선 커다란 돌 얼굴,이스터섬 한가로아,S,,,"모아이는 조상상 성격이 있어 규칙 5의 '성상 근접'을 검토했으나, 종교 의식 장면이 아니라 야외 석상 자체라 안전하다고 판단했다. 그림에 의식·제단은 넣지 말 것.",draft
co,콜롬비아,남아메리카,콜롬비아 에메랄드 원석 — 회색 돌에 박힌 채 여섯 모난 기둥으로 자란 진초록 결정 몇 개(다듬지 않은 날것),땅과하늘,"4순위 · 세계 에메랄드의 대부분이 이 나라에서 나고 초록 결정이라 다른 원석 카드와 색으로 갈린다. 국화 카틀레야 난초는 sg 난초와, 국조 안데스콘도르는 ec 예비1과 겹치고, fact의 커피는 et가 상징물로 가져가 모두 쓸 수 없다",색색의 꽃을 한 아름 묶은 콜롬비아 꽃다발 — 빨강·노랑·분홍·하양 꽃이 뒤섞인 큰 묶음(한 종류 클로즈업이 아니라 여러 색이 섞인 다발),킨디오 왁스팜 — 60m까지 자라는 세계에서 가장 큰 야자 국목,엘 페뇰 — 하나의 거대한 바위 얼굴에 지그재그로 붙은 하얀 계단(알록달록한 마을은 화면에서 제외),구아타페(안티오키아주),B,,향긋한 커피와 알록달록한 꽃을 세계 곳곳에 보내는 나라예요,커피는 et가 상징물로 보유하므로 co는 쓰지 않는다(브라질도 쓰지 않도록 유지). 에메랄드는 cf 다이아몬드·tz 탄자나이트·do 라리마·lt 호박·uy 자수정과 '원석' 혼동군이니 같은 판 배제하고 반드시 진초록으로 그릴 것. 예비1 꽃다발은 한 종류 꽃 클로즈업으로 그리면 '붉은·분홍 꽃 클로즈업' 11중 군(za·bg·cl 등)과 겹치니 여러 색 다발로만 그린다. 카르타헤나 성벽도시는 노예무역 항구 역사가 있어 규칙 5로 제외했다. 솜브레로 부엘티아오는 모자 6중 해소로 폐기했고 다시 올리지 말 것,final
ec,에콰도르,남아메리카,갈라파고스 땅거북 — 등껍질이 안장처럼 솟은 아주 큰 거북,동물,"5순위지만 근거가 강함 · fact가 이미 '큰 거북 사는 갈라파고스 섬'을 설명하고, 갈라파고스는 에콰도르 영토라 1:1이 깨지지 않는다. 국장 콘도르는 이웃 3개국과 겹쳐 예비로 뺐다.",안데스콘도르 — 국기 가운데 국장 위에 그려진 새(SVG 확인),,,,,,"적도가 지나가는 나라이고, 큰 거북이 사는 갈라파고스 섬이 있어요",기념탑 자체는 4세에게 '그냥 탑'이라 B급. 그림은 탑보다 '바닥의 노란 선을 밟고 선 아이' 쪽에 무게를 둘 것. 예비 국명 '파나마모자'는 파나마와 혼동을 부르므로 쓰지 않는 편이 안전하다.,final
gy,가이아나,남아메리카,빅토리아 수련 — 아이가 올라앉을 만큼 커다란 둥근 연잎,식물,2순위 · 가이아나 공식 국화이자 국장 요소. 국기의 노란 화살촉은 사물이 아니라 도형이라 4세에게 읽히지 않아 내려왔다.,호아친(카나제 새) — 머리에 부채 같은 볏이 선 공식 국조,재규어 — 국장 양옆에 선 동물,,,,,,대표 명소 카이에투르 폭포는 아르헨티나 이구아수·베네수엘라 앙헬과 4세에게 같은 그림이 되어 비웠다. 국기의 화살촉은 무기로 읽힐 소지가 있어 상징물로 쓰지 않았다.,draft
pe,페루,남아메리카,알록달록한 안데스 감자 한 무더기 — 보라·빨강·노랑·얼룩무늬 껍질이 섞이고 크기와 모양이 제각각인 생감자들(조리하거나 자르지 않은 그대로),먹을거리,"4순위 · 감자가 태어난 땅이고 수천 가지 색·모양이 페루와 1:1로 묶인다. 국기(빨강-하양-빨강)에 그림이 없고, 국장 동물 비쿠냐는 bo 라마와 4세에게 같은 그림, 국조 안데스 바위새는 ve 트루피알과 '주황 새'로 겹쳐 모두 제외",비쿠냐 — 국장에 그려진 페루 공식 국수,키푸 — 굵은 가로줄에 색색 실 여러 가닥을 늘어뜨리고 가닥마다 매듭을 지어 수를 적은 잉카의 셈 줄,마추픽추 — 구름 낀 봉우리 아래 계단식으로 쌓은 돌 도시,아과스칼리엔테스(쿠스코주),S,,높은 산 위에 잉카 사람들이 지은 옛 도시 마추픽추가 있어요,"감자는 be 예비1 감자튀김·sk 예비1 감자 수제비와 '감자' 혼동군이므로 같은 판 배제, 그 둘은 승격 금지. 판초·추요는 모자 6중 해소로 폐기했고 다시 올리지 말 것. 예비1 비쿠냐는 bo 라마와 같은 그림이라 승격 금지(값만 보존). 마추픽추 그림에 라마를 넣지 말 것 — bo 상징물과 겹친다",final
py,파라과이,남아메리카,냔두티 레이스 — 거미줄처럼 동그랗게 짜 올린 색색 자수,만든것,"4순위 · 파라과이에서만 만드는 고유 공예. 국기 뒷면 인장의 사자는 다른 대륙 여러 나라와 겹쳐 제외했고, 국기 앞뒤가 다르다는 fact는 그림이 아니라 국기 자체 이야기라 별도 소재가 필요했다.",테레레 — 얼음 마테차를 뿔잔에 담아 빨대로 마시는 파라과이 국민 음료,,,,,,,냔두티는 4세 인지가 중간 정도다. 아빠가 약하다고 보면 테레레로 교체 가능. 하프는 아일랜드 국장(1순위)과 겹치므로 아일랜드가 가져가야 하고 파라과이는 예비로만 둔다. 예수회 미션 유적은 종교 시설이라 명소에서 제외.,final
sr,수리남,남아메리카,파야 로비 — 불꽃처럼 붉게 뭉쳐 피는 수리남 꽃,식물,2순위 · 수리남 국화이자 나라를 대표하는 노래에까지 나오는 꽃. 국기에는 노란 별뿐이라(SVG 확인) 사물이 없다.,,울창한 열대우림 — 국토의 대부분을 덮은 초록 숲,,,,,,파라마리보 옛 시가지는 식민지 건축이라 규칙 5로 제외했다. 예비의 '열대우림'은 브라질 아마존과 겹치므로 승격시키지 말 것.,final
uy,우루과이,남아메리카,축구공 — 세상에서 가장 먼저 월드컵을 들어 올린 나라의 공,만든것,4순위 · fact가 이미 '1930년 제1회 월드컵 개최·우승'을 설명하고 있어 음원을 그대로 쓴다. 국기의 해 얼굴은 아르헨티나와 중복이라 양보했다.,테로(남부댕기물떼새) — 공식 국조,아르티가스에서 나는 보라색 자수정 결정,,,,,"1930년 제1회 월드컵이 열렸고, 그 대회에서 우승까지 했어요",축구공은 브라질·아르헨티나와도 묶여 1:1이 가장 약한 칸이다. 다만 두 나라는 각각 투칸·해로 확정했으므로 충돌은 없다. 푼타델에스테의 '손' 조각은 작가 생존 작품이라 저작권 위험으로 제외했다.,final
ve,베네수엘라,남아메리카,"트루피알 — 주황 몸에 검은 머리, 눈가에 파란 테가 있는 공식 국조",동물,"3순위 · 베네수엘라 국장 아래 칸에 그려진 달리는 백마. 국기에는 별 여덟 개뿐이라(SVG 확인) 사물이 없고, 백마는 남미 다른 나라와 겹치지 않으며 4세 인지가 높다.",네 줄짜리 작은 기타 '쿠아트로'(베네수엘라 국민 악기),아라과니 — 노란 꽃이 나무 전체를 덮는 공식 국목,앙헬 폭포 — 탁자 모양 산꼭대기에서 한 줄기로 떨어지는 세상에서 가장 높은 물줄기,카나이마 국립공원(볼리바르주),A,,세계에서 가장 높은 폭포인 앙헬 폭포가 있어요. 높이가 979미터예요,남미 폭포 3형제(앙헬·이구아수·카이에투르) 중 fact가 있는 앙헬만 살렸다. 그림은 '넓게 퍼지는 폭포'가 아니라 '테푸이 절벽에서 한 줄기가 안개로 흩어지는' 모습으로 그려야 이구아수와 구별된다.,final
au,오스트레일리아,오세아니아,새끼를 주머니에 넣고 껑충 뛰는 캥거루,동물,3순위 · 호주 국장을 에뮤와 함께 떠받치는 동물이 캥거루다. countries.js fact도 이미 캥거루를 설명하고 있어 음원 재사용 가능,코알라,"골든와틀(국화, 노란 솜방울 꽃)",사막 한가운데 붉은 바위산 울루루,울루루(노던테리토리),S,,주머니에 새끼를 넣고 다니는 캥거루와 코알라가 사는 나라예요.,시드니 오페라하우스는 설계자(웃손) 사후 70년 미경과로 저작권 위험 — 규칙 4에 따라 제외하고 울루루로 대체. 울루루는 아난구 원주민 성지이므로 등반 장면이 아니라 멀리서 본 바위산 전체로만 그린다,draft
fj,피지,오세아니아,줄기에 달린 노란 바나나 한 송이,먹을거리,1순위 · 국기 방패 네 칸 중 한 칸이 바나나다. 국기에 바나나가 그려진 나라는 세계에서 피지뿐이다,마디가 굵은 사탕수수 줄기 다발,올리브 가지 없이 날개를 활짝 편 하얀 비둘기 한 마리,,,,,,바나나는 '국기에 바나나가 그려진 유일한 나라'라는 근거로 피지가 가져간다(ec·ph·lc와 중복 금지). 상징물·예비 어디에서도 국기 방패·국장 전체를 부르지 말 것 — 피지 국장은 창·곤봉을 든 전사 둘이 방패를 받치고 있다(규칙3). 예비1·예비2도 같은 이유로 방패 참조를 끊었다. 명소는 야사와 해변·타베우니 폭포뿐인데 4세에게 '그냥 남쪽 바다 해변'이라 빈칸 처리했다,final
fm,미크로네시아연방,오세아니아,야프섬의 커다란 돌 돈(가운데 구멍 뚫린 돌 원반),만든것,4순위 · 야프섬 사람들이 실제로 지금도 쓰는 돌 화폐. 세계에서 이 나라 하나뿐이라 1:1이 완벽하다,야프섬 사람들이 판다누스 잎으로 짠 알록달록한 허리 천 '투부',,바다 위에 돌을 쌓아 만든 옛 도시 난마돌,폰페이섬,A,,바다 위에 돌을 쌓아 만든 옛 도시 난마돌 유적이 남아 있어요.,"돌 돈은 사람 키만큼 크다는 게 핵심인데, 크기 기준이 없으면 4세에게 그냥 도넛으로 보인다 — 반드시 아이 키와 나란히 세운 구도로 그릴 것",final
ki,키리바시,오세아니아,국기에 그려진 노란 군함조 — 해는 그리지 않고 새와 파도만,동물,1순위 · 국기 위쪽에 노란 해와 군함조가 그대로 그려져 있다(flags/ki.svg에서 확인),,판다누스 열매,세계에서 가장 먼저 해가 뜨는 섬의 새해 해돋이,카롤라인섬(밀레니엄섬),B,,세계에서 가장 먼저 새해 해돋이를 볼 수 있는 나라예요.,"해돋이 그림은 일본·방글라데시·아르헨티나와 4세에게 사실상 같은 그림이다(혼동 쌍). 그래서 상징물은 해가 아니라 군함조로 잡고, 해는 명소 쪽에서만 쓴다",final
mh,마셜제도,오세아니아,막대와 조개로 엮은 바닷길 지도 스틱 차트,만든것,3순위 · 국장에 들어간 전통 항해 카누. 옆에 나무 하나를 덧댄 모양이라 4세도 보통 배와 구별한다,판다누스 잎을 가늘게 잘라 짠 마셜제도 부채,,,,,,,비키니 환초는 핵실험지라 금지 소재로 보고 제외했다. 스틱 차트가 마셜 고유성은 더 높지만 4세 인지가 낮아 예비로 밀었다(규칙 6). 배는 오만 다우선·이탈리아 곤돌라와 겹칠 수 있으니 아웃리거(옆에 붙은 나무)를 반드시 그려 구별할 것,final
nr,나우루,오세아니아,넓은 바다 한가운데 동그랗게 떠 있는 섬 하나,땅과하늘,"5순위 · 국기 자체가 지도다(노란 줄은 적도, 하얀 별은 그 아래 있는 섬 하나). fact도 섬 하나뿐인 나라라고 이미 말하고 있다","검은제비갈매기(노디, 전통적으로 기르던 새)",부아다 라군 — 섬 한가운데 야자나무에 둘러싸인 초록 민물 호수,뾰족한 산호 바위가 솟은 아니바레만 해변,아니바레,B,,세계에서 세 번째로 작은 나라이고 섬 하나로 이루어져 있어요.,군함조는 나우루 국장에도 있지만 키리바시가 국기(1순위)로 가져가므로 양보했다(규칙 7). 인광석 채굴 풍경은 4세용이 아니라 제외,final
nz,뉴질랜드,오세아니아,날지 못하는 동그란 새 키위,동물,2순위 · 나라를 대표하는 새이자 국민 별명 그 자체. fact에 이미 키위가 나와 있어 음원 재사용 가능,은고사리 잎,,물 위로 뾰족하게 솟은 밀퍼드사운드 산,밀퍼드사운드(피오르드랜드),A,,"날지 못하는 새 키위가 살고, 양이 사람보다 훨씬 많아요.",4세에게 키위 새와 키위 과일이 헷갈린다 — 긴 부리와 털 같은 갈색 깃털을 크게 그려 과일과 확실히 갈라야 한다. 호빗 마을 세트는 영화 저작권 위험이라 제외,final
pg,파푸아뉴기니,오세아니아,긴 장식깃을 늘어뜨리고 나뭇가지에 앉은 노란 극락조,동물,1순위 · 국기 위쪽 빨간 칸에 극락조가 그대로 그려져 있다(flags/pg.svg 확인),,코코넛,,,,,,마운트하겐 부족 축제는 분장한 사람이 주인공이라 금지 소재(사람·의식)에 가까워 제외. 쿠크 초기 농경지는 4세가 알아볼 것이 없어 명소는 빈칸이 정직하다. 극락조는 긴 꼬리깃이 핵심이니 공작과 구별되게 그릴 것,final
pw,팔라우,오세아니아,하늘색 하늘에 뜬 노란 보름달,땅과하늘,1순위 · 국기 전체가 하늘색 바탕에 노란 보름달 하나다(flags/pw.svg 확인 — 다른 무늬가 전혀 없다),,버섯 모양 록아일랜드 섬들,노란 해파리가 가득한 해파리 호수,에일말크섬(록아일랜드),A,,사람을 쏘지 않는 해파리 수백만 마리가 사는 신기한 호수가 있어요.,달은 터키·파키스탄 등 초승달 국기 나라와 겹칠 수 있다 — 팔라우는 초승달이 아니라 꽉 찬 보름달이라는 점을 그림에서 분명히 할 것,final
sb,솔로몬제도,오세아니아,조개를 꿰어 만든 전통 조개 돈 목걸이,만든것,4순위 · 솔로몬제도 사람들이 지금도 실제로 돈으로 쓰는 조개 꿰미. 세계에서 거의 유일하다,연기가 나는 화산섬,,세계에서 가장 큰 바닷물 석호 마로보 석호,마로보(뉴조지아섬),B,,900개가 넘는 섬으로 이루어져 있고 화산섬이 많아요.,국장에는 창과 활이 들어 있으나 규칙 3(무기 제외) 취지에 따라 쓰지 않았다. 예비의 화산은 아이슬란드·인도네시아·이탈리아와 겹칠 위험이 커서 1순위로 올리지 않았다,final
to,통가,오세아니아,혹등고래와 새끼 고래,동물,"3순위 · 국장 맨 위에 왕관이 그려져 있고, fact가 이미 '지금도 왕이 다스리는 나라'라고 설명한다 — 음원 재사용 가능",나무에 거꾸로 매달린 통가 날여우박쥐,타파 천(응아투),바위 구멍에서 물기둥이 수십 개 솟는 마푸아 블로우홀,후파쿠하(통가타푸섬),A,,지금도 왕이 다스리는 나라예요. 크고 작은 섬이 170개쯤 있어요.,"왕관은 영국·스웨덴·에스와티니 등 다른 왕국과 겹칠 위험이 크다 — 통가는 태평양에서 유일하게 왕이 다스리는 나라라는 점이 근거지만, 유럽 담당자와 최종 조정이 필요하다. 국기의 빨간 십자는 종교 상징이라 상징물로 쓰지 않았다",final
tv,투발루,오세아니아,하얀 모래 위에 놓인 커다란 소라 조개껍데기,땅과하늘,3순위 · 국장 테두리를 두르는 나무이자 나라 땅 대부분을 덮고 있는 나무. 4세가 가장 쉽게 알아보는 태평양 소재다,바다에 흩어진 아홉 개의 섬(국기 별 아홉 개),판다누스 잎을 감아 만든 투발루 전통 공 '테 아노',마을 한복판을 가로지르는 푸나푸티의 포장 활주로 — 흰 중앙선 옆에 집들이 바짝 붙어 있고 한쪽 끝에 작은 프로펠러 비행기(하늘에서 본 환초 구도 금지),푸나푸티,B,Y,,"야자나무는 1:1성이 가장 약한 선택이다 — 오세아니아 안에서는 투발루에만 배정했지만, 카리브·아프리카 담당자가 야자나무를 쓰면 충돌한다. 환초 그림은 키리바시·마셜제도·나우루와 4세에게 사실상 같은 그림(혼동 쌍)이라 명소는 B로만 둔다",final
vu,바누아투,오세아니아,둥글게 휜 멧돼지 엄니와 그 안에 겹쳐진 초록 나멜레 고사리 잎 두 장,식물,1순위 · 국기 왼쪽 검은 삼각형 안 문양이 멧돼지 엄니와 그 안의 나멜레 고사리 잎 두 장이다(flags/vu.svg 확인),,야자게(코코넛크랩),빨간 불덩이를 뿜는 야수르 활화산,탄나섬,S,,,국기·국장 전체를 참조하지 말 것 — 바누아투 국장에는 창을 든 전사가 있다(규칙3). 상징물은 국기 문양 요소(멧돼지 엄니 + 나멜레 고사리 잎)만 그린다. 상징물에 엄니가 들어갔으므로 예비1의 멧돼지 엄니 목걸이는 비웠다. 명소 야수르는 cd 니라공고와 '빨간 불' 화산 혼동군이라 quiz.js에서 같은 판 배제,final
ws,사모아,오세아니아,벽 없이 기둥만 둥글게 세운 전통 집 파레,만든것,4순위 · 사모아 사람들이 지금도 실제로 쓰는 집. 벽이 없고 지붕만 둥근 모양이라 세계 어느 집과도 안 겹친다,라발라바(허리에 두르는 무늬 천),테우일라 — 붉은 횃불 모양 생강꽃(사모아 국화),절벽에 뚫린 동그란 바다 수영장 토수아 오션 트렌치,렘투나(우폴루섬),A,,,'집'은 4세에게 자칫 평범해질 수 있다 — 벽이 없어서 안이 훤히 보이는 점을 강조해야 한다. 카테고리 균형상 '입는것'이 필요하면 예비의 라발라바로 바꿔 쓸 수 있다,final
